Region,City,Voting Center,Religion,Voters,Actual Voters,Discarded Votes,White Cards,Eligible Votes with White Cards
البترون,اجدبرا ,مبنى البلدية - غرفة رقم 1,ماروني,353,213,1,3,212
البترون,اده ,المدرسة الرسمية - غرفة رقم 1,ماروني,301,219,0,1,219
البترون,اده ,صالة كنيسة مار سابا - غرفة رقم 2,ماروني,325,262,0,1,262
البترون,آسيا ,قاعة الكنيسة - غرفة رقم 1,ماروني,438,235,13,0,222
البترون,آسيا ,قاعة الكنيسة - غرفة رقم 2,ماروني,459,262,2,0,260
البترون,البترون ,التكميلية الرسمية المختلطة - غرفة رقم 1,ماروني,545,304,8,2,296
البترون,البترون ,التكميلية الرسمية المختلطة - غرفة رقم 2,ماروني,552,261,2,2,259
البترون,البترون ,التكميلية الرسمية المختلطة - غرفة رقم 3,ماروني,531,238,4,3,234
البترون,البترون ,التكميلية الرسمية للبنات - غرفة رقم 1,روم ارثوذكس,556,240,5,8,235
البترون,البترون ,التكميلية الرسمية للبنات - غرفة رقم 2,مختلف,572,234,12,5,222
البترون,البترون ,التكميلية الرسمية للبنات - غرفة رقم 3,مسيحي,549,228,4,0,224
البترون,البترون ,التكميلية الرسمية للبنات - غرفة رقم 4,مختلف,435,155,2,0,153
البترون,البترون ,المدرسة الثانوية - غرفة رقم 1,ماروني,527,226,4,2,222
البترون,البترون ,المدرسة الثانوية - غرفة رقم 2,ماروني,545,315,7,7,308
البترون,البترون ,المدرسة الثانوية - غرفة رقم 3,ماروني,529,259,9,1,250
البترون,البترون ,المدرسة الثانوية - غرفة رقم 4,ماروني,552,284,10,5,274
البترون,البترون ,المدرسة الثانوية - غرفة رقم 5,ماروني,563,264,6,1,258
البترون,البترون موظفون ,سراي البترون - غرفة رقم 1,مختلف,297,287,0,6,287
البترون,العلالي ,مركز نادي البلدة - غرفة رقم 1,ماروني,156,96,3,0,93
البترون,الفتاحات وحربونا ,ساحة مار جرجس - غرفة رقم 1,ماروني,129,67,2,1,65
البترون,الهري ,المدرسة الرسمية - غرفة رقم 1,سني,399,206,4,2,202
البترون,الهري ,المدرسة الرسمية - غرفة رقم 2,سني,432,201,13,3,188
البترون,بجدرفل ,المدرسة الرسمية - غرفة رقم 1,ماروني,430,302,3,0,299
البترون,بجدرفل ,المدرسة الرسمية - غرفة رقم 2,ماروني,445,305,3,2,302
البترون,بشتودار ,مدرسة البلدة - غرفة رقم 1,مختلف,373,179,6,0,173
البترون,بشعله ,مركز البلدية المستحدث في بشعلة - غرفة رقم 1,ماروني,486,271,1,1,270
البترون,بشعله ,مركز البلدية المستحدث في بشعلة - غرفة رقم 2,ماروني,468,242,1,0,241
البترون,بشعله ,مركز البلدية المستحدث في بشعلة - غرفة رقم 3,ماروني,491,268,1,0,267
البترون,بقسميا ,المدرسة الرسمية - غرفة رقم 1,ماروني,446,252,7,1,245
البترون,بقسميا ,المدرسة الرسمية - غرفة رقم 2,ماروني,474,291,3,0,288
البترون,بيت شلالا ,المدرسة الرسمية - غرفة رقم 1,ماروني,334,119,4,0,115
البترون,بيت شلالا ,المدرسة الرسمية - غرفة رقم 2,ماروني,325,138,0,0,138
البترون,تحوم ,المدرسة الرسمية - غرفة رقم 1,ماروني,441,307,5,6,302
البترون,تنورين التحتا ,تكميلية تنورين التحتا الرسمية - غرفة رقم 1,ماروني,480,255,2,3,253
البترون,تنورين التحتا ,تكميلية تنورين التحتا الرسمية - غرفة رقم 2,ماروني,506,229,6,1,223
البترون,تنورين التحتا ,تكميلية تنورين التحتا الرسمية - غرفة رقم 3,ماروني,481,262,1,3,261
البترون,تنورين التحتا ,تكميلية تنورين التحتا الرسمية - غرفة رقم 4,ماروني,514,251,0,2,251
البترون,تنورين الفوقا ,التكميلية الرسمية - غرفة رقم 1,ماروني,587,313,6,3,307
البترون,تنورين الفوقا ,التكميلية الرسمية - غرفة رقم 2,ماروني,574,302,3,4,299
البترون,تنورين الفوقا ,التكميلية الرسمية - غرفة رقم 3,ماروني,553,337,1,1,336
البترون,تنورين الفوقا ,التكميلية الرسمية - غرفة رقم 4,ماروني,523,145,0,2,145
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 1,ماروني,575,299,3,3,296
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 2,ماروني,561,336,24,2,312
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 3,ماروني,565,277,2,6,275
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 4,ماروني,528,282,1,6,281
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 5,ماروني,547,273,3,2,270
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 6,ماروني,586,308,6,5,302
البترون,تنورين الفوقا ,الثانوية الرسمية - غرفة رقم 7,ماروني,574,334,3,6,331
البترون,تولا ,المدرسة الرسمية - غرفة رقم 1,ماروني,414,221,0,1,221
البترون,جبلا ,المدرسة الرسمية - غرفة رقم 1,ماروني,254,199,0,1,199
البترون,جران ,المدرسة الرسمية - غرفة رقم 1,ماروني,533,363,6,4,357
البترون,جربتا ,صالون كنيسة مار عبدا - غرفة رقم 1,ماروني,120,83,0,0,83
البترون,حامات ,المدرسة الرسمية - غرفة رقم 1,روم ارثوذكس,456,166,0,1,166
البترون,حامات ,المدرسة الرسمية - غرفة رقم 2,روم ارثوذكس,468,198,2,5,196
البترون,حامات ,المدرسة الرسمية - غرفة رقم 3,روم ارثوذكس,454,175,4,2,171
البترون,حامات ,المدرسة الرسمية - غرفة رقم 4,روم ارثوذكس,445,197,5,0,192
البترون,حامات ,المدرسة الرسمية - غرفة رقم 5,روم ارثوذكس,422,96,0,3,96
البترون,حدتون ,صالون الكنيسة - غرفة رقم 1,ماروني,361,223,3,1,220
البترون,حردين ,المدرسة الرسمية - غرفة رقم 1,ماروني,568,130,1,0,129
البترون,حردين ,المدرسة الرسمية - غرفة رقم 2,ماروني,527,131,0,1,131
البترون,حلتا ,المدرسة الرسمية - غرفة رقم 1,ماروني,399,226,1,2,225
البترون,داعل ,بيت جاهز امام الجامع - غرفة رقم 1,شيعي,159,87,0,1,87
البترون,دريا ,صالة رعية مار نهرا - غرفة رقم 1,ماروني,471,275,3,1,272
البترون,دوق ,صالون رعية كنيسة مار مخايل - غرفة رقم 1,ماروني,216,151,0,0,151
البترون,دول إقليمية ,دول إقليمية ,مختلف,3044,2119,24,13,2095
البترون,دوما ,المدرسة الرسمية - غرفة رقم 1,روم ارثوذكس,471,245,2,1,243
البترون,دوما ,المدرسة الرسمية - غرفة رقم 2,روم ارثوذكس,482,246,2,4,244
البترون,دوما ,المدرسة الرسمية - غرفة رقم 3,روم كاثوليك,455,138,1,0,137
البترون,دوما ,المدرسة الرسمية - غرفة رقم 4,روم كاثوليك,487,150,1,1,149
البترون,دوما ,المدرسة الرسمية - غرفة رقم 5,روم ارثوذكس,462,180,2,0,178
البترون,دوما ,المدرسة الرسمية - غرفة رقم 6,روم ارثوذكس,455,214,0,5,214
البترون,دير بلا ,مركز البلدية - غرفة رقم 1,مختلف,434,201,3,2,198
البترون,دير بلا ,مركز البلدية - غرفة رقم 2,مختلف,420,199,5,1,194
البترون,راس نحاش ,المدرسة الرسمية - غرفة رقم 1,سني,537,300,7,8,293
البترون,راس نحاش ,المدرسة الرسمية - غرفة رقم 2,سني,517,267,7,13,260
البترون,راس نحاش ,المدرسة الرسمية - غرفة رقم 3,سني,534,277,9,4,268
البترون,راشا ,صالون كنيسة الرعية - غرفة رقم 1,ماروني,254,134,2,0,132
البترون,راشانا ,مركز نادي راشانا - غرفة رقم 1,ماروني,206,152,2,0,150
البترون,راشكده ,صالون كنيسة الرعية - غرفة رقم 1,ماروني,130,84,0,0,84
البترون,راشكده ,غرفة الوقف قرب الجامع - غرفة رقم 1,شيعي,527,339,3,3,336
البترون,رام ,قاعة الكنيسة - غرفة رقم 1,ماروني,219,154,1,1,153
البترون,زان ,كنيسة مار يوحنا - غرفة رقم 1,ماروني,382,206,0,3,206
البترون,زان ,كنيسة مار يوحنا - غرفة رقم 2,ماروني,386,242,0,0,242
البترون,سلعاتا ,المدرسة الرسمية - غرفة رقم 1,مسيحي,395,268,1,3,267
البترون,سمار جبيل ,صالون الكنيسة - غرفة رقم 1,ماروني,408,252,2,1,250
البترون,شاتين ,صالون كنيسة سيدة البشارة - غرفة رقم 1,ماروني,298,211,6,3,205
البترون,شاتين ,صالون كنيسة سيدة البشارة - غرفة رقم 2,ماروني,296,136,1,0,135
البترون,شاتين ,صالون كنيسة سيدة البشارة - غرفة رقم 3,ماروني,331,203,3,4,200
البترون,شاتين ,صالون كنيسة سيدة البشارة - غرفة رقم 4,ماروني,357,179,6,1,173
البترون,شبطين ,المدرسة الرسمية - غرفة رقم 1,ماروني,493,312,3,3,309
البترون,شبطين ,المدرسة الرسمية - غرفة رقم 2,ماروني,493,339,3,1,336
البترون,شكا ,التكميلية الرسمية - غرفة رقم 1,روم ارثوذكس,512,232,0,1,232
البترون,شكا ,التكميلية الرسمية - غرفة رقم 2,روم ارثوذكس,514,263,5,2,258
البترون,شكا ,التكميلية الرسمية - غرفة رقم 3,روم ارثوذكس,458,271,4,4,267
البترون,شكا ,التكميلية الرسمية - غرفة رقم 4,مختلف,519,302,12,7,290
البترون,شكا ,ثانوية شكا الرسمية - غرفة رقم 1,ماروني,484,249,1,3,248
البترون,شكا ,ثانوية شكا الرسمية - غرفة رقم 2,ماروني,548,255,3,1,252
البترون,شكا ,ثانوية شكا الرسمية - غرفة رقم 3,ماروني,525,220,1,3,219
البترون,شكا ,ثانوية شكا الرسمية - غرفة رقم 4,ماروني,524,299,3,2,296
البترون,شكا ,ثانوية شكا الرسمية - غرفة رقم 5,ماروني,548,289,10,5,279
البترون,شكا ,ثانوية شكا الرسمية - غرفة رقم 6,ماروني,526,261,1,1,260
البترون,صغار ,مركز النادي - غرفة رقم 1,ماروني,196,138,0,2,138
البترون,صورات ,بيت الكهنة - غرفة رقم 1,ماروني,415,201,2,0,199
البترون,ضهر ابو ياغي ,صالة كنيسة مار مخايل - غرفة رقم 1,ماروني,152,106,0,1,106
البترون,عبدللي ,صالون الرعية - غرفة رقم 1,ماروني,391,222,0,1,222
البترون,عبدللي ,مركز الهاتف - غرفة رقم 2,ماروني,378,192,5,1,187
البترون,عبرين ,ثانوية عبرين - غرفة رقم 1,ماروني,487,284,2,2,282
البترون,عبرين ,ثانوية عبرين - غرفة رقم 2,ماروني,457,234,0,2,234
البترون,عبرين ,ثانوية عبرين - غرفة رقم 3,ماروني,491,291,3,4,288
البترون,عبرين ,ثانوية عبرين - غرفة رقم 4,ماروني,467,249,8,1,241
البترون,عرتز ,صالة كنيسة سيدة المعونات - غرفة رقم 1,ماروني,170,104,3,3,101
البترون,عورا ,المدرسة الرسمية - غرفة رقم 1,ماروني,177,114,0,0,114
البترون,غوما ,صالون الكنيسة - غرفة رقم 1,ماروني,276,148,1,0,147
البترون,قندولا ,بيت جاهز أمام الكنيسة - غرفة رقم 1,ماروني,58,36,1,0,35
البترون,كفر حتنا ,صالة كنيسة مار شليطا - غرفة رقم 1,ماروني,364,207,5,2,202
البترون,كفر حلده ,المدرسة الرسمية - غرفة رقم 1,روم ارثوذكس,594,157,8,1,149
البترون,كفر حلده ,المدرسة الرسمية - غرفة رقم 2,روم ارثوذكس,613,186,0,1,186
البترون,كفر شليمان ,بيت جاهز امام الكنيسة - غرفة رقم 1,ماروني,73,30,0,1,30
البترون,كفر عبيدا ,المدرسة الرسمية - غرفة رقم 1,ماروني,475,325,13,3,312
البترون,كفر عبيدا ,المدرسة الرسمية - غرفة رقم 2,ماروني,486,322,2,1,320
البترون,كفر عبيدا ,المدرسة الرسمية - غرفة رقم 3,ماروني,450,306,3,3,303
البترون,كفرحي ,المدرسة الرسمية - غرفة رقم 1,ماروني,321,178,1,3,177
البترون,كفرحي ,المدرسة الرسمية - غرفة رقم 2,ماروني,323,198,9,3,189
البترون,كفور العربي ,المدرسة الرسمية - غرفة رقم 1,روم ارثوذكس,376,170,1,3,169
البترون,كفور العربي ,المدرسة الرسمية - غرفة رقم 2,روم ارثوذكس,408,197,4,3,193
البترون,كفور العربي ,مركز البلدية - غرفة رقم 1,مسيحي,365,73,1,0,72
البترون,كفور العربي ,مركز البلدية - غرفة رقم 2,مسيحي,345,79,0,2,79
البترون,كفيفان ,صالون الكنيسة - غرفة رقم 1,ماروني,426,233,3,4,230
البترون,كفيفان ,صالون الكنيسة - غرفة رقم 2,ماروني,481,276,7,5,269
البترون,كوبا ,المستوصف - غرفة رقم 1,روم ارثوذكس,428,197,0,0,197
البترون,كوبا ,المستوصف - غرفة رقم 2,روم ارثوذكس,486,252,0,2,252
البترون,كور ,المدرسة الرسمية - غرفة رقم 1,ماروني,400,311,0,0,311
البترون,كور ,المدرسة الرسمية - غرفة رقم 2,ماروني,517,344,1,4,343
البترون,مار ماما ,صالون الكنيسة - غرفة رقم 1,ماروني,143,92,0,0,92
البترون,محمرش ,المدرسة الرسمية - غرفة رقم 1,مسيحي,583,414,1,2,413
البترون,مراح الحاج ,كنيسة القرية - غرفة رقم 1,ماروني,165,78,2,0,76
البترون,مراح الزيات ,صالون الكنيسة - غرفة رقم 1,ماروني,140,86,0,0,86
البترون,مراح شديد ودير شواح ,صالة الرعية - غرفة رقم 1,ماروني,176,128,3,0,125
البترون,مسرح والبقيعة ,باحة كنيسة مار جرجس - غرفة رقم 1,ماروني,88,50,0,0,50
البترون,نحلا ,بيت جاهز أمام الكنيسة - غرفة رقم 1,ماروني,82,52,2,0,50
البترون,نيحا ,المدرسة الرسمية - غرفة رقم 1,ماروني,575,226,3,0,223
البترون,نيحا ,المدرسة الرسمية - غرفة رقم 2,ماروني,550,185,3,1,182
البترون,وجه الحجر ,المدرسة الرسمية - غرفة رقم 1,روم ارثوذكس,516,218,2,2,216
البترون,وطى حوب ,قاعة كنيسة مار انطانيوس - غرفة رقم 1,ماروني,508,309,0,2,309
البترون,وطى حوب ,قاعة كنيسة مار انطانيوس - غرفة رقم 2,ماروني,565,356,3,4,353
الشوف, دول إقليمية, دول إقليمية,مختلف,5219,3223,35,14,3188
الشوف,الباروك ,المدرسة الرسمية - غرفة رقم 1,درزي,534,293,1,2,292
الشوف,الباروك ,المدرسة الرسمية - غرفة رقم 2,درزي,538,306,7,5,299
الشوف,الباروك ,المدرسة الرسمية - غرفة رقم 3,مختلف,524,231,1,4,230
الشوف,الباروك ,المدرسة الرسمية - غرفة رقم 4,درزي,523,254,8,0,246
الشوف,الباروك ,المدرسة الرسمية - غرفة رقم 5,درزي,541,298,2,1,296
الشوف,الباروك ,المدرسة الرسمية - غرفة رقم 6,مختلف,538,288,7,2,281
الشوف,الباروك ,صالون كنيسة مار انطونيوس للروم الكاثوليك - غرفة رقم 1,مسيحي,512,182,4,1,178
الشوف,الباروك ,صالون كنيسة مار انطونيوس للروم الكاثوليك - غرفة رقم 2,مسيحي,562,155,3,1,152
الشوف,البرجين ,مدرسة البرجين الرسمية - غرفة رقم 1,سني,514,329,3,3,326
الشوف,البرجين ,مدرسة البرجين الرسمية - غرفة رقم 2,سني,549,371,13,4,358
الشوف,البرجين ,مدرسة البرجين الرسمية - غرفة رقم 3,ماروني,486,188,8,2,180
الشوف,البطال ,المدرسة الرسمية في الدبية - غرفة رقم 1,ماروني,141,86,2,0,84
الشوف,البيره ,مركز الدفاع المدني - غرفة رقم 1,ماروني,561,361,5,2,356
الشوف,البيره ,مركز الدفاع المدني - غرفة رقم 2,ماروني,555,353,16,4,337
الشوف,البيره ,مركز الدفاع المدني - غرفة رقم 3,ماروني,544,336,8,4,328
الشوف,الجاهلية ,المدرسة الرسمية - غرفة رقم 1,درزي,552,344,1,1,343
الشوف,الجاهلية ,المدرسة الرسمية - غرفة رقم 2,درزي,560,320,2,0,318
الشوف,الجاهلية ,المدرسة الرسمية - غرفة رقم 3,درزي,553,332,14,2,318
الشوف,الجاهلية ,المدرسة الرسمية - غرفة رقم 4,درزي,557,311,6,0,305
الشوف,الجاهلية ,المدرسة الرسمية - غرفة رقم 5,درزي,563,337,2,0,335
الشوف,الجليليه ,صالة الكنيسة - غرفة رقم 1,ماروني,340,168,0,2,168
الشوف,الجميليه ,صالون الكنيسة - غرفة رقم 1,مسيحي,459,197,0,0,197
الشوف,الجيه ,المدرسة الرسمية - غرفة رقم 1,ماروني,484,92,3,1,89
الشوف,الجيه ,المدرسة الرسمية - غرفة رقم 2,ماروني,551,76,2,1,74
الشوف,الجيه ,المدرسة الرسمية - غرفة رقم 3,مختلف,564,165,4,2,161
الشوف,الجيه ,المدرسة الرسمية - غرفة رقم 4,مسلم,569,357,5,2,352
الشوف,الجيه ,مدرسة مار شربل المارونية - غرفة رقم 1,ماروني,559,103,0,2,103
الشوف,الجيه ,مدرسة مار شربل المارونية - غرفة رقم 2,ماروني,556,86,4,0,82
الشوف,الجيه ,مدرسة مار شربل المارونية - غرفة رقم 3,مختلف,541,160,4,1,156
الشوف,الجيه ,مدرسة مار شربل المارونية - غرفة رقم 4,مسلم,567,361,4,2,357
الشوف,الخريبه ,المدرسة الرسمية - غرفة رقم 1,درزي,495,281,1,3,280
الشوف,الخريبه ,المدرسة الرسمية - غرفة رقم 2,مختلف,486,260,14,1,246
الشوف,الخريبه ,المدرسة الرسمية - غرفة رقم 3,درزي,521,341,4,3,337
الشوف,الخريبه ,المدرسة الرسمية - غرفة رقم 4,مختلف,508,274,0,0,274
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 1,ماروني,586,268,11,2,257
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 10,ماروني,576,258,0,2,258
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 11,ماروني,539,243,1,2,242
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 2,ماروني,589,297,2,1,295
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 3,ماروني,600,286,0,1,286
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 4,ماروني,592,259,1,1,258
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 5,ماروني,601,234,10,0,224
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 6,ماروني,556,262,1,1,261
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 7,ماروني,565,259,1,5,258
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 8,ماروني,547,222,0,0,222
الشوف,الدامور ,المدرسة الفنية المهنية - غرفة رقم 9,ماروني,567,263,3,2,260
الشوف,الدامور ,مبنى بلدية الدامور الجديد - غرفة رقم 1,ماروني,605,294,14,2,280
الشوف,الدامور ,مبنى بلدية الدامور الجديد - غرفة رقم 2,ماروني,607,270,2,2,268
الشوف,الدامور ,مبنى بلدية الدامور الجديد - غرفة رقم 3,ماروني,585,292,2,1,290
الشوف,الدامور ,مبنى بلدية الدامور الجديد - غرفة رقم 4,ماروني,572,262,3,0,259
الشوف,الدامور ,مبنى بلدية الدامور الجديد - غرفة رقم 5,ماروني,548,213,0,2,213
الشوف,الدامور ,مبنى بلدية الدامور الجديد - غرفة رقم 6,مسيحي,548,223,4,2,219
الشوف,الدبية ,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب - غرفة رقم 1,ماروني,483,292,0,1,292
الشوف,الدبية ,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب - غرفة رقم 2,ماروني,484,250,1,0,249
الشوف,الدبية ,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب - غرفة رقم 3,ماروني,508,193,3,1,190
الشوف,الرميله ,التكميلية الرسمية - غرفة رقم 1,ماروني,506,271,5,0,266
الشوف,الرميله ,التكميلية الرسمية - غرفة رقم 2,روم كاثوليك,565,287,3,1,284
الشوف,الرميله ,التكميلية الرسمية - غرفة رقم 3,ماروني,479,279,2,0,277
الشوف,الرميله ,التكميلية الرسمية - غرفة رقم 4,ماروني,490,268,1,3,267
الشوف,الرميله ,التكميلية الرسمية - غرفة رقم 5,ماروني,514,272,4,1,268
الشوف,الزعرورية ,المدرسة الرسمية للصبيان - غرفة رقم 1,سني,563,330,5,5,325
الشوف,الزعرورية ,المدرسة الرسمية للصبيان - غرفة رقم 2,مختلف,543,299,3,4,296
الشوف,الزعرورية ,المدرسة الرسمية للصبيان - غرفة رقم 3,سني,584,419,15,3,404
الشوف,الزعرورية ,المدرسة الرسمية للصبيان - غرفة رقم 4,مختلف,575,362,12,4,350
الشوف,السمقانية ,دار البلده - غرفة رقم 1,درزي,406,240,1,3,239
الشوف,السمقانية ,دار البلده - غرفة رقم 2,درزي,442,249,1,4,248
الشوف,الشوف موظفون ,سراي بيت الدين - غرفة رقم 1,مختلف,431,372,7,7,365
الشوف,الشوف موظفون ,سراي بيت الدين - غرفة رقم 2,مختلف,422,376,41,7,335
الشوف,الشوف موظفون ,سراي بيت الدين - غرفة رقم 3,مختلف,442,393,1,8,392
الشوف,الفريديس ,دار البلدة - غرفة رقم 1,درزي,336,195,3,6,192
الشوف,الفريديس ,صالة الكنيسة - غرفة رقم 1,مسيحي,415,176,0,0,176
الشوف,الفريديس ,صالة الكنيسة - غرفة رقم 2,مسيحي,380,162,4,1,158
الشوف,الفواره ,صالون الكنيسة - غرفة رقم 2,مسيحي,446,269,4,2,265
الشوف,الكحلونية ,دار البلدة - غرفة رقم 1,درزي,478,290,4,8,286
الشوف,الكحلونية ,دار البلدة - غرفة رقم 2,درزي,517,327,2,2,325
الشوف,الكنيسة ,كنيسة البلدة - غرفة رقم 1,ماروني,531,315,1,2,314
الشوف,المحتقره دير المخلص ,دير المخلص - غرفة رقم 2,روم كاثوليك,298,102,1,2,101
الشوف,المختارة ,مدرسة كمال جنبلاط الرسمية - غرفة رقم 1,مختلف,441,235,3,2,232
الشوف,المختارة ,مدرسة كمال جنبلاط الرسمية - غرفة رقم 2,روم كاثوليك,450,154,0,0,154
الشوف,المختارة ,مدرسة كمال جنبلاط الرسمية - غرفة رقم 3,مختلف,467,221,0,0,221
الشوف,المشرف ,مبنى البلدية الجديد في المشرف - غرفة رقم 1,ماروني,401,259,1,0,258
الشوف,المطله ,مركز البلدية - غرفة رقم 1,ماروني,451,221,11,2,210
الشوف,المطله ,مركز البلدية - غرفة رقم 2,ماروني,446,233,0,1,233
الشوف,المطله ,مركز البلدية - غرفة رقم 3,ماروني,424,194,4,2,190
الشوف,المعنيه ,صالة الكنيسة - غرفة رقم 1,ماروني,358,167,1,0,166
الشوف,المغيريه ,المدرسة الرسمية - غرفة رقم 1,سني,588,372,10,2,362
الشوف,المغيريه ,المدرسة الرسمية - غرفة رقم 2,مختلف,580,367,3,8,364
الشوف,المغيريه ,المدرسة الرسمية - غرفة رقم 3,مسلم,578,361,4,6,357
الشوف,المغيريه ,المدرسة الرسمية - غرفة رقم 4,مختلف,636,391,6,9,385
الشوف,الناعمه ,المدرسة الرسمية في الناعمة - غرفة رقم 1,ماروني,533,300,3,1,297
الشوف,الناعمه ,المدرسة الرسمية في الناعمة - غرفة رقم 2,ماروني,529,298,0,1,298
الشوف,الناعمه ,المدرسة الرسمية في الناعمة - غرفة رقم 3,ماروني,534,356,9,3,347
الشوف,الناعمه ,المدرسة الرسمية في الناعمة - غرفة رقم 4,مسيحي,521,339,2,2,337
الشوف,الوردانية ,المدرسة الرسمية - غرفة رقم 1,شيعي,625,355,22,4,333
الشوف,الوردانية ,المدرسة الرسمية - غرفة رقم 2,شيعي,617,357,30,3,327
الشوف,الوردانية ,المدرسة الرسمية - غرفة رقم 3,شيعي,607,359,16,3,343
الشوف,الوردانية ,المدرسة الرسمية - غرفة رقم 4,مختلف,604,369,14,4,355
الشوف,الورهانية ,المدرسة الرسمية - غرفة رقم 1,درزي,609,337,6,8,331
الشوف,الورهانية ,المدرسة الرسمية - غرفة رقم 2,درزي,623,362,8,8,354
الشوف,باتر ,المدرسة الرسمية - غرفة رقم 1,درزي,525,291,11,2,280
الشوف,باتر ,المدرسة الرسمية - غرفة رقم 2,درزي,517,258,1,6,257
الشوف,باتر ,المدرسة الرسمية - غرفة رقم 3,درزي,549,286,1,3,285
الشوف,باتر ,المدرسة الرسمية - غرفة رقم 4,درزي,531,261,3,8,258
الشوف,بتلون ,المدرسة الرسمية - غرفة رقم 1,درزي,460,236,15,3,221
الشوف,بتلون ,المدرسة الرسمية - غرفة رقم 2,درزي,444,212,4,1,208
الشوف,بتلون ,المدرسة الرسمية - غرفة رقم 3,درزي,454,251,8,2,243
الشوف,بتلون ,المدرسة الرسمية - غرفة رقم 4,درزي,433,226,7,0,219
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 1,سني,663,400,4,6,396
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 2,سني,644,414,4,3,410
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 3,سني,656,350,2,5,348
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 4,سني,645,362,9,4,353
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 5,سني,644,329,7,1,322
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 6,سني,622,370,13,3,357
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 7,سني,626,388,9,1,379
الشوف,برجا ,التكميلية الرسمية للبنات - غرفة رقم 8,سني,619,367,9,0,358
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 1,سني,5990,365,6,5,359
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 2,سني,594,315,2,2,313
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 3,سني,606,331,1,4,330
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 4,سني,619,397,2,2,395
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 5,سني,615,356,13,3,343
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 6,سني,605,350,1,1,349
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 7,سني,589,339,18,5,321
الشوف,برجا ,ثانوية كمال جنبلاط - غرفة رقم 8,سني,614,326,15,6,311
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 1,سني,610,309,4,2,305
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 2,سني,619,346,9,3,337
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 3,سني,601,341,12,2,329
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 4,سني,568,320,11,2,309
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 5,سني,643,415,2,2,413
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 6,سني,623,402,10,1,392
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 7,سني,641,368,14,1,354
الشوف,برجا ,متوسطة برجا الديماس الرسمية المختلطة - غرفة رقم 8,سني,634,399,1,1,398
الشوف,بريح ,المدرسة الرسمية - غرفة رقم 1,درزي,407,267,13,0,254
الشوف,بريح ,المدرسة الرسمية - غرفة رقم 2,درزي,409,276,1,0,275
الشوف,بريح ,المدرسة الرسمية - غرفة رقم 3,درزي,418,243,1,3,242
الشوف,بريح ,المدرسة الرسمية - غرفة رقم 4,ماروني,532,282,3,1,279
الشوف,بريح ,المدرسة الرسمية - غرفة رقم 5,ماروني,525,259,0,3,259
الشوف,بريح ,المدرسة الرسمية - غرفة رقم 6,مسيحي,509,204,7,0,197
الشوف,بسابا ,مبنى البلدية الجديد - غرفة رقم 1,سني,532,278,4,8,274
