Region,City,Voting Center,Religion,Voters,Actual Voters,Discarded Votes,White Cards,Eligible Votes with White Cards
زحلة,قب الياس التحتا ,تكميلية قب الياس الرسمية - غرفة رقم 8,سني,595,284,1,2,283
زحلة,قب الياس التحتا ,ثانوية قب الياس الرسمية - غرفة رقم 1,سني,510,189,2,0,187
زحلة,قب الياس التحتا ,ثانوية قب الياس الرسمية - غرفة رقم 2,سني,524,217,7,3,210
زحلة,قب الياس التحتا ,مدرسة قب الياس الابتدائية - غرفة رقم 1,مسيحي,610,333,9,1,324
زحلة,قب الياس التحتا ,مدرسة قب الياس الابتدائية - غرفة رقم 2,مسيحي,607,363,28,1,335
زحلة,قب الياس الفوقا ,ثانوية قب الياس الرسمية - غرفة رقم 3,ماروني,523,239,2,1,237
زحلة,قب الياس الفوقا ,ثانوية قب الياس الرسمية - غرفة رقم 4,مسيحي,485,234,0,1,234
زحلة,قب الياس الفوقا ,ثانوية قب الياس الرسمية - غرفة رقم 5,سني,491,289,2,1,287
زحلة,قب الياس الفوقا ,ثانوية قب الياس الرسمية - غرفة رقم 6,سني,531,295,12,1,283
زحلة,قب الياس الفوقا ,ثانوية قب الياس الرسمية - غرفة رقم 7,مسيحي,452,150,6,1,144
زحلة,قب الياس الفوقا ,ثانوية قب الياس الرسمية - غرفة رقم 8,مسيحي,475,193,2,2,191
زحلة,قب الياس الفوقا ,مدرسة قب الياس الابتدائية الرسمية - غرفة رقم 3,ماروني,480,202,2,3,200
زحلة,قب الياس الفوقا ,مدرسة قب الياس الابتدائية الرسمية - غرفة رقم 4,مسيحي,462,200,1,1,199
زحلة,قوسايا ,دار البلدية - غرفة رقم 1,مسيحي,564,295,8,0,287
زحلة,قوسايا ,دار البلدية - غرفة رقم 2,مسيحي,527,304,8,1,296
زحلة,كابوسية ,مدرسة كلينكيان (كابوسيه) - غرفة رقم 1,مسيحي,438,46,1,1,45
زحلة,كابوسية ,مدرسة كلينكيان (كابوسيه) - غرفة رقم 2,مسيحي,423,50,0,1,50
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 1,روم ارثوذكس,508,245,0,2,245
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 2,روم ارثوذكس,494,298,2,2,296
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 3,روم ارثوذكس,465,260,5,1,255
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 4,سني,519,285,16,1,269
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 5,سني,533,353,16,5,337
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 6,سني,515,390,10,0,380
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 7,سني,500,379,3,0,376
زحلة,كفرزبد ,التكميلية الرسمية (ملك الدولة) - غرفة رقم 8,مختلف,503,306,13,1,293
زحلة,ماسا ,المدرسة الرسمية - غرفة رقم 1,شيعي,561,432,13,0,419
زحلة,مجدل عنجر ,ثانوية مجدل عنجر الرسمية - غرفة رقم 1,سني,611,399,19,8,380
زحلة,مجدل عنجر ,ثانوية مجدل عنجر الرسمية - غرفة رقم 2,سني,613,410,10,2,400
زحلة,مجدل عنجر ,ثانوية مجدل عنجر الرسمية - غرفة رقم 3,سني,635,347,75,4,272
زحلة,مجدل عنجر ,مدرسة المقاصد الخيرية الاسلامية - غرفة رقم 1,سني,622,403,16,1,387
زحلة,مجدل عنجر ,مدرسة المقاصد الخيرية الاسلامية - غرفة رقم 2,سني,639,430,20,3,410
زحلة,مجدل عنجر ,مدرسة المقاصد الخيرية الاسلامية - غرفة رقم 3,سني,629,395,8,3,387
زحلة,مجدل عنجر ,مدرسة مجدل عنجر الابتدائية - غرفة رقم 1,سني,654,380,18,4,362
زحلة,مجدل عنجر ,مدرسة مجدل عنجر الابتدائية - غرفة رقم 2,سني,656,366,11,1,355
زحلة,مجدل عنجر ,مدرسة مجدل عنجر الابتدائية - غرفة رقم 3,سني,643,387,10,5,377
زحلة,مجدل عنجر ,مدرسة مجدل عنجر الابتدائية - غرفة رقم 4,سني,675,398,21,3,377
زحلة,مجدل عنجر ,مدرسة مجدل عنجر الابتدائية - غرفة رقم 5,سني,654,361,22,7,339
زحلة,مجدل عنجر ,مدرسة مجدل عنجر الابتدائية - غرفة رقم 6,سني,631,413,19,7,394
زحلة,مريجات ,المدرسة التكميلية الرسمية - غرفة رقم 1,ماروني,454,214,12,0,202
زحلة,مريجات ,المدرسة التكميلية الرسمية - غرفة رقم 2,مسيحي,455,252,9,1,243
زحلة,مريجات ,المدرسة التكميلية الرسمية - غرفة رقم 3,ماروني,493,239,0,1,239
زحلة,مريجات ,المدرسة التكميلية الرسمية - غرفة رقم 4,مسيحي,471,258,5,0,253
زحلة,مكسه ,التكميلية الرسمية - غرفة رقم 1,مختلف,573,380,9,2,371
زحلة,مكسه ,التكميلية الرسمية - غرفة رقم 2,مختلف,571,404,5,2,399
زحلة,ناصريه ,المدرسة الرسمية - غرفة رقم 1,مختلف,456,298,2,1,296
زحلة,ناصريه ,المدرسة الرسمية - غرفة رقم 2,مختلف,463,316,11,0,305
زحلة,نبي ايلا ,المدرسة الرسمية - غرفة رقم 1,شيعي,462,254,1,0,253
زحلة,نبي ايلا ,المدرسة الرسمية - غرفة رقم 2,شيعي,708,429,15,0,414
زحلة,نبي ايلا ,المدرسة الرسمية - غرفة رقم 3,شيعي,213,113,10,0,103
زحلة,نيحا ,المدرسة الرسمية - غرفة رقم 1,مسيحي,503,267,0,2,267
زحلة,نيحا ,المدرسة الرسمية - غرفة رقم 2,مسيحي,489,310,1,2,309
زحلة,نيحا ,المدرسة الرسمية - غرفة رقم 3,مختلف,466,222,4,3,218
زحلة,وادي الدلم ,مدرسة قب الياس الابتدائية الرسمية - غرفة رقم 5,مسيحي,381,199,4,0,195
زحلة,وادي الدلم ,مدرسة قب الياس الابتدائية الرسمية - غرفة رقم 6,مسيحي,388,219,0,0,219
زحلة,يوغون اولوك ,المدرسة الانجيلية (يوغون اولوك) - غرفة رقم 4,مسيحي,439,126,2,3,124
زحلة,يوغون اولوك ,المدرسة الانجيلية (يوغون اولوك) - غرفة رقم 5,مسيحي,488,148,3,1,145
زغرتا,اجبع ,غرفة الاستثمار في سنترال اجبع - غرفة رقم 1,ماروني,160,44,0,0,44
زغرتا,ارده ,المدرسة الرسمية - غرفة رقم 1,ماروني,561,282,6,3,276
زغرتا,ارده ,المدرسة الرسمية - غرفة رقم 2,ماروني,518,232,0,3,232
زغرتا,ارده ,المدرسة الرسمية - غرفة رقم 3,ماروني,551,324,12,2,312
زغرتا,ارده ,المدرسة الرسمية - غرفة رقم 4,ماروني,583,314,8,0,306
زغرتا,اسلوت ,بهو الكنيسة - غرفة رقم 2,ماروني,334,100,10,2,90
زغرتا,اصنون ,مدرسة اصنون الرسمية - غرفة رقم 1,ماروني,513,217,1,2,216
زغرتا,البحيرة ,قاعة الكنيسة - غرفة رقم 1,ماروني,501,196,7,1,189
زغرتا,البحيرة ,قاعة الكنيسة - غرفة رقم 2,ماروني,493,209,16,1,193
زغرتا,القادريه ,الثانوية الرسمية في مرياطه - غرفة رقم 5,سني,539,248,32,5,216
زغرتا,القادريه ,الثانوية الرسمية في مرياطه - غرفة رقم 6,سني,489,198,8,3,190
زغرتا,القادريه ,الثانوية الرسمية في مرياطه - غرفة رقم 7,سني,514,216,16,8,200
زغرتا,القادريه ,الثانوية الرسمية في مرياطه - غرفة رقم 8,سني,490,181,8,7,173
زغرتا,ايطو ,نادي شبيبة ايطو السابق - غرفة رقم 1,ماروني,528,139,1,1,138
زغرتا,ايطو ,نادي شبيبة ايطو السابق - غرفة رقم 2,ماروني,537,166,5,2,161
زغرتا,ايعال ,المدرسة الرسمية - غرفة رقم 1,سني,524,159,2,1,157
زغرتا,ايعال ,المدرسة الرسمية - غرفة رقم 2,سني,506,155,4,3,151
زغرتا,بسلوقيط ,صالون كنيسة مار سركيس وباخوس - غرفة رقم 1,ماروني,400,78,0,0,78
زغرتا,بسلوقيط ,صالون كنيسة مار سركيس وباخوس - غرفة رقم 2,ماروني,360,76,4,0,72
زغرتا,بشنين ,قاعة كنيسة مار مخائيل / بشنين - غرفة رقم 1,ماروني,187,122,1,0,121
زغرتا,بنشعي ,بهو كنيسة مار روحانا - غرفة رقم 1,ماروني,400,105,3,2,102
زغرتا,بوسيط ,قاعة الكنيسة - غرفة رقم 1,روم ارثوذكس,343,219,4,1,215
زغرتا,بيت عبيد ,مدرسة المطران المارونية في بلدة ارده - غرفة رقم 1,ماروني,165,58,0,1,58
زغرتا,بيت عوكر ,القاعة الكنيسة - غرفة رقم 1,ماروني,312,156,0,1,156
زغرتا,تولا ,بهو الكنيسة - غرفة رقم 1,ماروني,516,181,3,0,178
زغرتا,تولا ,مركز البلدية - غرفة رقم 1,ماروني,547,254,2,3,252
زغرتا,حارة الفوار ,المدرسة الرسمية - غرفة رقم 1,سني,471,261,9,0,252
زغرتا,حارة الفوار ,المدرسة الرسمية - غرفة رقم 2,سني,494,330,6,0,324
زغرتا,حارة الفوار ,المدرسة الرسمية - غرفة رقم 3,سني,490,285,2,3,283
زغرتا,حارة الفوار ,المدرسة الرسمية - غرفة رقم 4,سني,506,318,2,2,316
زغرتا,حرف ارده ,المدرسة الرسمية - غرفة رقم 1,ماروني,591,309,4,2,305
زغرتا,حرف ارده ,المدرسة الرسمية - غرفة رقم 2,ماروني,586,379,3,6,376
زغرتا,حرف مزيارة ,صالة الكنيسة - غرفة رقم 1,ماروني,372,218,5,0,213
زغرتا,حرف مزيارة ,صالة الكنيسة - غرفة رقم 2,ماروني,401,254,5,1,249
زغرتا,حريقص ,المدرسة الرسمية - غرفة رقم 1,مختلف,661,388,1,4,387
زغرتا,حميص ,صالون كنيسة مار الياس - غرفة رقم 1,ماروني,567,197,2,0,195
زغرتا,حيلان ,قاعة جامع الحميدي - غرفة رقم 1,سني,645,325,9,4,316
زغرتا,حيلان ,قاعة جامع الحميدي - غرفة رقم 2,سني,648,321,7,12,314
زغرتا,حيلان ,قاعة جامع الحميدي - غرفة رقم 3,مختلف,559,206,5,0,201
زغرتا,داريا ,قاعة كنيسة سيدة داريا - غرفة رقم 1,ماروني,561,151,0,1,151
زغرتا,داريا ,قاعة كنيسة سيدة داريا - غرفة رقم 2,ماروني,544,149,6,3,143
زغرتا,دول إقليمية,دول إقليمية,مختلف,4278,2853,66,11,2787
زغرتا,راسكيفا ,مركز البلدية - غرفة رقم 1,مسيحي,317,79,0,2,79
زغرتا,راسكيفا ,مركز البلدية - غرفة رقم 2,مسيحي,350,124,6,0,118
زغرتا,رشعين ,المدرسة الرسمية - غرفة رقم 1,ماروني,627,354,16,2,338
زغرتا,رشعين ,المدرسة الرسمية - غرفة رقم 2,ماروني,663,409,3,2,406
زغرتا,رشعين ,المدرسة الرسمية - غرفة رقم 3,ماروني,604,256,4,1,252
زغرتا,رشعين ,المدرسة الرسمية - غرفة رقم 4,ماروني,608,393,3,8,390
زغرتا,رشعين ,المدرسة الرسمية - غرفة رقم 5,ماروني,653,446,4,3,442
زغرتا,رشعين ,المدرسة الرسمية - غرفة رقم 6,ماروني,619,316,22,2,294
زغرتا,زغرتا حي السيدة الشرقي ,التكميلية الثانية للصبيان - غرفة رقم 1,ماروني,544,276,1,6,275
زغرتا,زغرتا حي السيدة الشرقي ,التكميلية الثانية للصبيان - غرفة رقم 2,ماروني,549,268,1,2,267
زغرتا,زغرتا حي السيدة الشرقي ,التكميلية الثانية للصبيان - غرفة رقم 3,ماروني,532,259,3,3,256
زغرتا,زغرتا حي السيدة الشرقي ,التكميلية الثانية للصبيان - غرفة رقم 4,ماروني,511,298,2,4,296
زغرتا,زغرتا حي السيدة الشرقي ,مدرسة راهبات المحبة - غرفة رقم 1,ماروني,513,314,1,2,313
زغرتا,زغرتا حي السيدة الشرقي ,مدرسة راهبات المحبة - غرفة رقم 2,ماروني,557,316,1,3,315
زغرتا,زغرتا حي السيدة الشرقي ,مدرسة راهبات المحبة - غرفة رقم 3,ماروني,595,214,2,1,212
زغرتا,زغرتا حي السيدة الغربي ,التكميلية الثانية للبنات(مدرسة مدام بدره الرسمية للبنات) - غرفة رقم 1,ماروني,539,260,6,3,254
زغرتا,زغرتا حي السيدة الغربي ,التكميلية الثانية للبنات(مدرسة مدام بدره الرسمية للبنات) - غرفة رقم 2,ماروني,511,271,3,1,268
زغرتا,زغرتا حي السيدة الغربي ,التكميلية الثانية للبنات(مدرسة مدام بدره الرسمية للبنات) - غرفة رقم 3,ماروني,543,224,3,1,221
زغرتا,زغرتا حي السيدة الغربي ,التكميلية الثانية للبنات(مدرسة مدام بدره الرسمية للبنات) - غرفة رقم 4,ماروني,564,314,10,6,304
زغرتا,زغرتا حي السيدة الغربي ,التكميلية الثانية للبنات(مدرسة مدام بدره الرسمية للبنات) - غرفة رقم 5,ماروني,523,315,1,5,314
زغرتا,زغرتا حي السيدة الغربي ,التكميلية الثانية للبنات(مدرسة مدام بدره الرسمية للبنات) - غرفة رقم 6,ماروني,567,244,3,1,241
زغرتا,زغرتا حي الصليب الجنوبي ,التكميلية الأولى للبنات - غرفة رقم 1,ماروني,639,349,10,1,339
زغرتا,زغرتا حي الصليب الجنوبي ,التكميلية الأولى للبنات - غرفة رقم 2,ماروني,640,334,10,0,324
زغرتا,زغرتا حي الصليب الجنوبي ,التكميلية الأولى للبنات - غرفة رقم 3,ماروني,648,368,0,6,368
زغرتا,زغرتا حي الصليب الجنوبي ,التكميلية الأولى للبنات - غرفة رقم 4,ماروني,610,263,6,2,257
زغرتا,زغرتا حي الصليب الجنوبي ,ثانوية زغرتا - غرفة رقم 1,ماروني,650,370,10,3,360
زغرتا,زغرتا حي الصليب الجنوبي ,ثانوية زغرتا - غرفة رقم 2,ماروني,648,388,2,3,386
زغرتا,زغرتا حي الصليب الجنوبي ,ثانوية زغرتا - غرفة رقم 3,ماروني,646,404,4,6,400
زغرتا,زغرتا حي الصليب الجنوبي ,ثانوية زغرتا - غرفة رقم 4,ماروني,6981,349,2,3,347
زغرتا,زغرتا حي الصليب الشمالي ,	 مكتب التنظيم المدني / مبنى السراي - غرفة رقم 1,ماروني,589,348,6,11,342
زغرتا,زغرتا حي الصليب الشمالي ,	 مكتب مالية زغرتا / مبنى السراي - غرفة رقم 1,ماروني,581,268,2,7,266
زغرتا,زغرتا حي الصليب الشمالي ,	 مكتب مالية زغرتا / مبنى السراي - غرفة رقم 2,ماروني,544,308,5,4,303
زغرتا,زغرتا حي الصليب الشمالي ,مكتب الدفاع المدني / مبنى السراي - غرفة رقم 1,ماروني,575,302,3,3,299
زغرتا,زغرتا حي الصليب الشمالي ,مكتب الزراعة /مبنى السراي - غرفة رقم 1,ماروني,584,324,3,11,321
زغرتا,زغرتا حي الصليب الشمالي ,مكتب الصحة / مبنى السراي - غرفة رقم 1,ماروني,586,362,13,7,349
زغرتا,زغرتا حي الصليب الشمالي ,مكتب العقاري المعاون/ مبنى السراي - غرفة رقم 1,مسيحي,571,269,5,1,264
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 1,ماروني,579,324,3,2,321
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 10,ماروني,592,232,1,3,231
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 11,مختلف,581,263,4,2,259
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 2,ماروني,593,313,2,3,311
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 3,ماروني,620,321,3,3,318
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 4,ماروني,607,354,9,4,345
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 5,ماروني,588,188,2,0,186
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 6,ماروني,603,397,9,4,388
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 7,ماروني,616,357,1,4,356
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 8,ماروني,597,360,4,7,356
زغرتا,زغرتا حي المعاصر ,التكميلية الاولى للصبيان(تكميلية طوني فرنجيه للصبيان) - غرفة رقم 9,ماروني,599,392,2,6,390
زغرتا,زغرتا موظفون ,سراي زغرتا - غرفة رقم 1,مختلف,248,236,3,8,233
زغرتا,سبعل ,المدرسة الرسمية(راشيل اده) المبنى القديم مقابل الكنيسة - غرفة رقم 1,ماروني,627,162,5,2,157
زغرتا,سبعل ,المدرسة الرسمية(راشيل اده) المبنى القديم مقابل الكنيسة - غرفة رقم 2,ماروني,618,122,0,0,122
زغرتا,سبعل ,المدرسة الرسمية(راشيل اده) المبنى القديم مقابل الكنيسة - غرفة رقم 3,ماروني,627,175,1,4,174
زغرتا,سبعل ,المدرسة الرسمية(راشيل اده) المبنى القديم مقابل الكنيسة - غرفة رقم 4,ماروني,618,148,0,0,148
زغرتا,سبعل ,المدرسة الرسمية(راشيل اده) المبنى القديم مقابل الكنيسة - غرفة رقم 5,ماروني,584,23,0,0,23
زغرتا,سرعل ,المدرسة الرسمية - غرفة رقم 1,ماروني,440,72,0,1,72
زغرتا,سرعل ,المدرسة الرسمية - غرفة رقم 2,ماروني,452,97,1,1,96
زغرتا,سرعل ,المدرسة الرسمية - غرفة رقم 3,ماروني,461,128,0,1,128
زغرتا,عربة قزحيا ,البيت الاجتماعي قرب البلدية - غرفة رقم 1,ماروني,371,109,0,0,109
زغرتا,عربة قزحيا ,البيت الاجتماعي قرب البلدية - غرفة رقم 2,ماروني,389,130,1,1,129
زغرتا,عرجس ,مبنى البلدية الجديد - غرفة رقم 1,ماروني,437,95,2,1,93
زغرتا,عرجس ,مبنى البلدية الجديد - غرفة رقم 2,ماروني,381,94,0,1,94
زغرتا,عشاش ,دير عشاش - غرفة رقم 1,ماروني,452,189,0,0,189
زغرتا,عشاش ,دير عشاش - غرفة رقم 2,ماروني,459,196,4,1,192
زغرتا,عشاش ,دير عشاش - غرفة رقم 3,مختلف,429,198,5,1,193
زغرتا,علما ,المدرسة الرسمية - غرفة رقم 1,ماروني,589,244,2,4,242
زغرتا,علما ,المدرسة الرسمية - غرفة رقم 2,ماروني,606,324,11,5,313
زغرتا,علما ,المدرسة الرسمية - غرفة رقم 3,ماروني,589,305,11,1,294
زغرتا,علما ,المدرسة الرسمية - غرفة رقم 4,ماروني,646,332,16,2,316
زغرتا,عينطورين ,قاعة الكنيسة - غرفة رقم 1,ماروني,554,122,5,0,117
زغرتا,عينطورين ,قاعة الكنيسة - غرفة رقم 2,ماروني,459,128,1,1,127
زغرتا,قره باش ,قاعة الكنيسة - غرفة رقم 1,مسيحي,430,85,1,2,84
زغرتا,قره باش ,قاعة الكنيسة - غرفة رقم 2,مسيحي,384,93,1,0,92
زغرتا,كرم سده ,روضة كرم سده الرسمية - غرفة رقم 1,ماروني,644,255,6,2,249
زغرتا,كرم سده ,روضة كرم سده الرسمية - غرفة رقم 2,ماروني,593,214,6,3,208
زغرتا,كفر حورا ,بهو كنيسة سيدة الانتقال - غرفة رقم 1,ماروني,554,212,2,0,210
زغرتا,كفر دلاقوس ,بهو كنيسة سيدة لورد - غرفة رقم 1,ماروني,445,155,3,4,152
زغرتا,كفر دلاقوس ,بهو كنيسة سيدة لورد - غرفة رقم 2,ماروني,450,195,8,0,187
زغرتا,كفر دلاقوس ,بهو كنيسة سيدة لورد - غرفة رقم 3,ماروني,509,186,3,2,183
زغرتا,كفر زينا ,المدرسة المتوسطة الرسمية - غرفة رقم 1,ماروني,515,151,0,1,151
زغرتا,كفر زينا ,المدرسة المتوسطة الرسمية - غرفة رقم 2,ماروني,477,166,3,5,163
زغرتا,كفر شخنا ,قاعة كنيسة مار جرجس - غرفة رقم 1,ماروني,199,85,0,0,85
زغرتا,كفر صغاب ,المدرسة الرسمية في مرح كفرصغاب - غرفة رقم 1,ماروني,619,110,0,1,110
زغرتا,كفر صغاب ,المدرسة الرسمية في مرح كفرصغاب - غرفة رقم 2,ماروني,609,79,1,0,78
زغرتا,كفر صغاب ,المدرسة الرسمية في مرح كفرصغاب - غرفة رقم 3,ماروني,579,68,2,0,66
زغرتا,كفر صغاب ,المدرسة الرسمية في مرح كفرصغاب - غرفة رقم 4,ماروني,590,107,0,1,107
زغرتا,كفر صغاب ,المدرسة الرسمية في مرح كفرصغاب - غرفة رقم 5,ماروني,569,70,1,0,69
زغرتا,كفر صغاب ,المدرسة الرسمية في مرح كفرصغاب - غرفة رقم 6,ماروني,554,62,1,1,61
زغرتا,كفر ياشيت ,مدرسة كفرياشيت - غرفة رقم 1,ماروني,381,114,1,0,113
زغرتا,كفر ياشيت ,مدرسة كفرياشيت - غرفة رقم 2,ماروني,374,129,1,1,128
زغرتا,كفرحاتا ,دار البلدية - غرفة رقم 1,مختلف,636,285,6,5,279
زغرتا,كفرفو ,قاعة كنيسة مار آسيا - غرفة رقم 1,ماروني,164,164,0,0,164
زغرتا,كفريا ,مدرسة المطران المارونية في بلدة إرده - غرفة رقم 2,ماروني,163,103,2,0,101
زغرتا,مجدليا ,مدرسة راهبات العائلة المقدسة المارونيات - غرفة رقم 1,ماروني,620,189,1,2,188
زغرتا,مجدليا ,مدرسة راهبات العائلة المقدسة المارونيات - غرفة رقم 2,ماروني,622,229,2,3,227
زغرتا,مرياطه ,الثانوية الرسمية في مرياطه - غرفة رقم 1,سني,577,293,20,11,273
زغرتا,مرياطه ,الثانوية الرسمية في مرياطه - غرفة رقم 2,سني,570,292,16,10,276
زغرتا,مرياطه ,الثانوية الرسمية في مرياطه - غرفة رقم 3,سني,587,271,26,7,245
زغرتا,مرياطه ,الثانوية الرسمية في مرياطه - غرفة رقم 4,سني,510,238,28,7,210
زغرتا,مزرعة التفاح ,مستوصف وقف مار ضومط - غرفة رقم 1,ماروني,478,144,0,1,144
زغرتا,مزرعة التفاح ,مستوصف وقف مار ضومط - غرفة رقم 2,ماروني,500,164,1,1,163
زغرتا,مزرعة التفاح ,مستوصف وقف مار ضومط - غرفة رقم 3,ماروني,464,125,6,0,119
زغرتا,مزرعة الفريديس ,قاعة الكنيسة - غرفة رقم 1,ماروني,271,122,2,0,120
زغرتا,مزرعة النهر ,صالون كنيسة مار يوسف - غرفة رقم 1,ماروني,317,124,8,0,116
زغرتا,مزرعة حوقا ,المدرسة الرسمية - غرفة رقم 1,ماروني,455,79,1,1,78
زغرتا,مزيارة ,المدرسة الرسمية - غرفة رقم 1,ماروني,550,225,4,0,221
زغرتا,مزيارة ,المدرسة الرسمية - غرفة رقم 2,ماروني,526,256,0,1,256
زغرتا,مزيارة ,المدرسة الرسمية - غرفة رقم 3,ماروني,541,177,2,1,175
زغرتا,مزيارة ,المدرسة الرسمية - غرفة رقم 4,ماروني,547,268,4,1,264
زغرتا,مزيارة ,المدرسة الرسمية - غرفة رقم 5,ماروني,547,298,3,2,295
زغرتا,مزيارة ,المدرسة الرسمية - غرفة رقم 6,ماروني,532,204,3,0,201
صور,ارزون ,الحسينية - غرفة رقم 1,شيعي,531,375,2,8,373
صور,البازوريه ,المدرسة الرسمية المتوسطة - غرفة رقم 1,شيعي,624,319,6,1,313
صور,البازوريه ,المدرسة الرسمية المتوسطة - غرفة رقم 2,شيعي,608,328,5,0,323
صور,البازوريه ,المدرسة الرسمية المتوسطة - غرفة رقم 3,شيعي,653,375,4,4,371
صور,البازوريه ,المدرسة الرسمية المتوسطة - غرفة رقم 4,مسلم,653,341,12,1,329
صور,البازوريه ,ثانوية البازورية - غرفة رقم 1,شيعي,620,307,4,1,303
صور,البازوريه ,ثانوية البازورية - غرفة رقم 2,شيعي,619,271,12,3,259
صور,البازوريه ,ثانوية البازورية - غرفة رقم 3,شيعي,630,288,14,7,274
صور,البازوريه ,ثانوية البازورية - غرفة رقم 4,مسلم,622,281,6,2,275
صور,البرغليه ,مبنى البلدية - غرفة رقم 1,سني,669,143,15,8,128
صور,البرغليه ,مبنى البلدية - غرفة رقم 2,سني,666,172,12,7,160
صور,البرغليه ,مبنى البلدية - غرفة رقم 3,سني,692,189,26,5,163
صور,البرغليه ,مبنى البلدية - غرفة رقم 4,سني,681,246,5,5,241
صور,البساتين ,الثانوية الرسمية للبنات - غرفة رقم 1,شيعي,645,305,2,4,303
صور,البساتين ,الثانوية الرسمية للبنات - غرفة رقم 2,شيعي,630,281,1,0,280
صور,البساتين ,الثانوية الرسمية للبنات - غرفة رقم 3,شيعي,617,328,7,3,321
صور,البساتين ,الثانوية الرسمية للبنات - غرفة رقم 4,شيعي,603,302,6,2,296
صور,البساتين ,الثانوية الرسمية للبنات - غرفة رقم 5,مسلم,591,203,1,3,202
صور,البستان ,مدرسة البستان الرسمية - غرفة رقم 1,سني,531,203,8,6,195
صور,البستان ,مدرسة البستان الرسمية - غرفة رقم 2,سني,570,199,5,7,194
صور,البستان ,مدرسة البستان الرسمية - غرفة رقم 3,مختلف,406,113,5,4,108
صور,البص  قسم 1 ,الثانوية الرسمية للبنات صور - غرفة رقم 7,مسيحي,176,3,1,0,2
صور,البص  قسم 3 ,الثانوية الرسمية للبنات صور - غرفة رقم 7,مختلف,345,75,1,1,74
صور,البص قسم 5 ,الثانوية الرسمية للبنات صور - غرفة رقم 8,مختلف,418,3,0,0,3
صور,البياض ,المدرسة الرسمية - غرفة رقم 1,شيعي,416,219,4,9,215
صور,البياض ,المدرسة الرسمية - غرفة رقم 2,شيعي,403,247,7,4,240
صور,الجبين ,المدرسة الرسمية - غرفة رقم 1,شيعي,542,253,1,0,252
صور,الجبين ,المدرسة الرسمية - غرفة رقم 2.,شيعي,457,262,0,4,262
صور,الجبين ,المدرسة الرسمية - غرفة رقم 3,شيعي,535,272,2,2,270
صور,الحلوسية ,المدرسة الرسمية - غرفة رقم 1,شيعي,667,424,18,7,406
صور,الحلوسية ,المدرسة الرسمية - غرفة رقم 2,شيعي,676,417,8,3,409
صور,الحلوسية ,المدرسة الرسمية - غرفة رقم 3,شيعي,678,404,14,5,390
صور,الحميري ,المدرسة الرسمية - غرفة رقم 1,شيعي,677,390,3,2,387
صور,الحنية ,المدرسة الرسمية - غرفة رقم 1,شيعي,621,264,4,1,260
صور,الرشيديه ,الثانوية الرسمية للبنات صور - غرفة رقم 9,مسيحي,483,1,0,0,1
صور,الرماديه ,مبنى البلدية ( المدرسة الرسمية القديمة) - غرفة رقم 1,شيعي,520,195,2,2,193
صور,الرماديه ,مبنى البلدية ( المدرسة الرسمية القديمة) - غرفة رقم 2,شيعي,529,258,1,1,257
صور,الرماديه ,مبنى البلدية ( المدرسة الرسمية القديمة) - غرفة رقم 3,شيعي,567,285,4,2,281
صور,الزلوطية ,المدرسة الرسمية في يارين - غرفة رقم 5,سني,157,87,3,0,84
صور,السماعية ,المدرسة الرسمية - غرفة رقم 1,شيعي,482,243,8,8,235
صور,السماعية ,المدرسة الرسمية - غرفة رقم 2,شيعي,427,264,1,2,263
صور,الشعيتية ,المدرسة الرسمية - غرفة رقم 1,شيعي,550,292,2,1,290
صور,الشعيتية ,المدرسة الرسمية - غرفة رقم 2,شيعي,552,276,11,2,265
